Unnamed: 0,transaction_id,description,trnref,dob_new,price_new,customer_type,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,price_uom,class_name_uom
582,001_003-224,FRY MATE 250G TUB,224,,49.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,250G,0.25,196.0,COOKING FAT (KGS)
583,001_003-224,DELAMARE PREM VAN. FRT YOGHURT 450ML CUP,224,,100.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,450ML,0.45,222.22222222222223,FLAVOURED/FRUIT YOGHURT (LTRS)
584,001_003-224,BROWN BREAD 400G,224,,39.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
585,001_003-225,BAHARI FRY 500ML,225,,97.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,500ML,0.5,194.0,COOKING OIL (LTRS)
586,001_003-225,BRANDED SUGAR 1KG BROWN,225,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
587,001_003-225,WHITE BREAD 400G.,225,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
588,001_003-226,WHITE BREAD 600G,226,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
589,001_003-227,AFIA TETRA MANGO 250ML,227,,45.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,250ML,0.25,180.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
590,001_003-227,JOY SUPER BITES MANDAZI 180G,227,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
591,001_003-228,AJAB MANDAZI FLOUR 1KG,228,,60.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,60.0,WHEAT FLOUR (KGS)
592,001_003-229,PEMBE MAIZE 1KG,229,,54.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,54.0,MAIZE/CORN FLOUR (KGS)
593,001_003-230,AJAB HOME BAKING 2KG,230,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
594,001_003-230,AJAB MAIZE MEAL 2KG,230,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
595,001_003-230,SPAGHETT SANTA LUCIA 400G,230,,115.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,287.5,PASTAS (KGS)
596,001_003-230,KENSALT TABLE SALT 2KG,230,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
597,001_003-230,BRANDED SUGAR 2KG BROWN,230,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
598,001_003-230,SAVANAH PINEAPPLE 3L,230,,350.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,3L,3.0,116.66666666666669,DILUTING JUICE (LTRS)
599,001_003-230,NESCAFE CLASSIC 5*1.6G/1.5G SATCHETS,230,,25.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,5*1.6G,0.008,3125.0,COFFEE (KGS)
600,001_003-230,AJAB MANDAZI FLOUR 2KG,230,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
601,001_003-231,ZESTA RED PLUM JAM 200G JAR,231,,53.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,200G,0.2,265.0,JAM/OTHER SPREADS (KGS)
602,001_003-231,VIRANI CURRY POWDER 10G,231,,5.0,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - CURRY POWDER,Unprocessed/Minimally processed foods,KGS,10G,0.01,500.0,HERBS AND SPICES (KGS)
603,001_003-231,AJAB MANDAZI FLOUR 2KG,231,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
604,001_003-233,DL ANDAZI PC,233,,20.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED MANDAZI,Ultra-processed foods,PCS,,,20.0,FAST FOODS (PCS)
605,001_003-234,QUEEN CAKE 1PC,234,,20.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,PCS,,,20.0,CUPCAKES/MUFFINS/QUEENCAKES (PCS)
606,001_003-235,K.C.C. MALA 500ML FILPACK,235,,65.0,No-Loyalty card,,Food Item,NATURAL/PLAIN FERMENTED MILK,NATURAL/PLAIN FERMENTED MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,130.0,NATURAL/PLAIN FERMENTED MILK (LTRS)
607,001_003-235,AJAB HOME BAKING 2KG,235,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
608,001_003-235,AJAB MAIZE MEAL 2KG,235,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
609,001_003-235,SPAGHETT SANTA LUCIA 1KG,235,,275.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,1KG,1.0,275.0,PASTAS (KGS)
610,001_003-235,PEPTANG TOMATO SAUCE 1KG,235,,160.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,1KG,1.0,160.0,TABLE SAUCES (KGS)
611,001_003-235,MARA SUGAR 2KG WHITE,235,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
612,001_003-235,AFIA JUICE MIXED FRUIT 1.5LTR PET,235,,160.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1.5LTR,1.5,106.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
613,001_003-236,SODA PLANET PASSION P/APPLE 1.5L,236,,105.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,5L,5.0,21.0,SODAS AND CARBONATED DRINKS (LTRS)
614,001_003-237,YOGHURT DELITE VANILLA 500ML CUP,237,,85.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,170.0,FLAVOURED/FRUIT YOGHURT (LTRS)
615,001_003-237,KINANGOP ESL LONG LIFE MILK 500ML,237,,45.0,No-Loyalty card,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,90.0,WHOLE MILK (LTRS)
616,001_003-237,KINANGOP VANILLA YOGHURT CUP 500ML,237,,83.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,166.0,FLAVOURED/FRUIT YOGHURT (LTRS)
617,001_003-237,INDOMIE CHICKEN NOODLES 5 IN 1,237,,100.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,,,100.0,NOODLES (KGS)
618,001_003-237,PRB SUPERIOR LIGHT SOY SAUCE 150ML,237,,109.0,No-Loyalty card,,Food Item,COOKING SAUCES,SOY SAUCE,Ultra-processed foods,LTRS,150ML,0.15,726.6666666666667,COOKING SAUCES (LTRS)
619,001_003-237,CLOVERS PURE GLUCOSE 90G,237,,19.0,No-Loyalty card,,Food Item,SUGAR - POWDERED,GLUCOSE,Processed Culinary Ingredients,KGS,90G,0.09,211.1111111111112,SUGAR - POWDERED (KGS)
620,001_003-237,BROADWAYS WHITE BREAD 400G,237,,43.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,107.5,BREADS (KGS)
621,001_003-238,PEARL IMPORTED POPCORN 500G,238,,102.0,No-Loyalty card,,Food Item,POPCORN KERNELS,POPCORN KERNELS,Unprocessed/Minimally processed foods,KGS,500G,0.5,204.0,POPCORN KERNELS (KGS)
622,001_003-238,DELICIOUS DELIGHT MANDAZI 200GM,238,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
623,001_003-239,QUEEN CAKE 1PC,239,,20.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,PCS,,,20.0,CUPCAKES/MUFFINS/QUEENCAKES (PCS)
624,001_003-240,BAHARI FRY 2L,240,,333.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,166.5,COOKING OIL (LTRS)
625,001_003-240,BRANDED SUGAR 2KG BROWN,240,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
626,001_003-240,BRISKETS KITE,240,,206.4,No-Loyalty card,,Food Item,RED MEAT,BEEF,Unprocessed/Minimally processed foods,KGS,,,480.0,RED MEAT (KGS)
627,001_003-241,FRESH FRI 3L,241,,469.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,156.33333333333334,COOKING OIL (LTRS)
628,001_003-241,FRY MATE 1KG REFILL,241,,127.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,1KG,1.0,127.0,COOKING FAT (KGS)
629,001_003-241,DELAMARE PREM S/BERRY FRT YOGHURT 150ML CUP,241,,50.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,333.33333333333337,FLAVOURED/FRUIT YOGHURT (LTRS)
630,001_003-241,ZESTA PEANUT BUTTER 250G SMOOTH,241,,135.0,No-Loyalty card,,Food Item,PEANUT BUTTER,PEANUT BUTTER,Ultra-processed foods,KGS,250G,0.25,540.0,PEANUT BUTTER (KGS)
631,001_003-241,KENYLON RED PLUM JAM 250G,241,,87.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,250G,0.25,348.0,JAM/OTHER SPREADS (KGS)
632,001_003-241,KENSALT TABLE SALT 2KG,241,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
633,001_003-241,FARAJA PREM TEA 100G SAT,241,,43.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,430.0,TEA (KGS)
634,001_003-241,WHITE BREAD 400G.,241,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
635,001_003-241,BROWN BREAD 400G,241,,39.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
636,001_003-242,PIKA VEG OIL 1L,242,,178.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,178.0,COOKING OIL (LTRS)
637,001_003-242,SOKO MAIZE MEAL 2KG,242,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
638,001_003-242,SPAGHETT SANTA LUCIA 400G,242,,115.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,287.5,PASTAS (KGS)
639,001_003-242,BRANDED SUGAR 2KG BROWN,242,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
640,001_003-242,CLUB SODA COLA 1.25L,242,,90.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,72.0,SODAS AND CARBONATED DRINKS (LTRS)
641,001_003-242,QUEEN CAKE 12 PACK 350G J/SUPER,242,,115.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,QUEENCAKES,Ultra-processed foods,KGS,350G,0.35,328.5714285714286,CUPCAKES/MUFFINS/QUEENCAKES (KGS)
642,001_003-242,DAZ BANANA FLAVOUR 180G MILL,242,,40.0,No-Loyalty card,,Food Item,MILK DRINKS,FLAVOURED MILK,Ultra-processed foods,KGS,180G,0.18,222.22222222222223,MILK DRINKS (KGS)
643,001_003-242,AJAB ATTA MARK 2KG,242,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
644,001_003-242,AJAB SELF RAISING 2KG,242,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
645,001_003-245,AJAB HOME BAKING 2KG,245,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
646,001_003-245,BRANDED SUGAR 1KG BROWN,245,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
647,001_003-245,JOY SUPER BITES MANDAZI 180G,245,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
648,001_003-245,DELICIOUS DELIGHT MANDAZI 200GM,245,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
649,001_003-246,YOGHURT FRESHA STRAWBERRY 500ML CUP,246,,89.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,178.0,FLAVOURED/FRUIT YOGHURT (LTRS)
650,001_003-246,AJAB HOME BAKING 2KG,246,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
651,001_003-246,KENSALT TABLE SALT 1KG,246,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
652,001_003-246,MARA SUGAR 2KG WHITE,246,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
653,001_003-247,FRESH FRI 3L,247,,469.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,156.33333333333334,COOKING OIL (LTRS)
654,001_003-247,FRY MATE 1KG REFILL,247,,127.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,1KG,1.0,127.0,COOKING FAT (KGS)
655,001_003-247,AJAB HOME BAKING 2KG,247,,121.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,60.5,WHEAT FLOUR (KGS)
656,001_003-247,MARA SUGAR 2KG WHITE,247,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
657,001_003-247,CRISPS CHILLI & LEMON 50G DEEPA,247,,45.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,900.0,SWEET AND SAVOURY SNACKS (KGS)
658,001_003-247,BITEZ TAMU TAMU C/CURLS FUN & FRUITY 13G,247,,11.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,CORN CURLS,Ultra-processed foods,KGS,13G,0.013,846.1538461538462,SWEET AND SAVOURY SNACKS (KGS)
659,001_003-247,WHITE BREAD 400G.,247,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
660,001_003-249,BRAVA MALT COFEE CAPUCINO 300ML,249,,34.0,No-Loyalty card,,Food Item,MALT DRINKS,MALT DRINKS,Processed foods,LTRS,300ML,0.3,113.33333333333334,MALT DRINKS (LTRS)
661,001_003-250,KINANGOP VANILLA YOGHURT CUP 500ML,250,,83.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,166.0,FLAVOURED/FRUIT YOGHURT (LTRS)
662,001_003-250,BARAKA CHAI TANGAWIZI 100G,250,,58.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,580.0,TEA (KGS)
663,001_003-250,DL 1/4 CHICKEN PC,250,,175.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED CHICKEN,Ultra-processed foods,PCS,,,175.0,FAST FOODS (PCS)
664,001_003-250,DL ANDAZI PC,250,,20.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED MANDAZI,Ultra-processed foods,PCS,,,20.0,FAST FOODS (PCS)
665,001_003-251,CREAM MARBLE SLICE 200G,251,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
666,001_003-252,SALIT VEGETABLE OIL 3LTR,252,,461.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3LTR,3.0,153.66666666666666,COOKING OIL (LTRS)
667,001_003-252,BLUE BAND ORIG 500G,252,,190.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,380.0,MARGARINE (KGS)
668,001_003-252,BEEF SMOKIES 900G F/CHOICE,252,,359.0,No-Loyalty card,,Food Item,PROCESSED MEAT,BEEF SAUSAGES/SMOKIES/VIENNA,Ultra-processed foods,KGS,900G,0.9,398.88888888888886,PROCESSED MEAT (KGS)
669,001_003-253,GATL NUREEN PASTA SPAGHETTI 500G,253,,49.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,500G,0.5,98.0,PASTAS (KGS)
670,001_003-253,CLOVERS CHILLI SAUCE 140G,253,,45.0,No-Loyalty card,,Food Item,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,KGS,140G,0.14,321.4285714285714,TABLE SAUCES (KGS)
671,001_003-253,INDOMIE SUPA MOJO NOODLES 5IN1 70G*5,253,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
672,001_003-254,PIKA VEG OIL 2L,254,,345.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,172.5,COOKING OIL (LTRS)
673,001_003-254,RICE 1KG LONG GRAIN,254,,115.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,115.0,CEREAL GRAINS (KGS)
674,001_003-254,BUTALI BROWN SUGAR 1KG PKT,254,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
675,001_003-254,JOY SUPER BITES MANDAZI 180G,254,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
676,001_003-257,PIKA VEG OIL 2L,257,,345.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,172.5,COOKING OIL (LTRS)
677,001_003-257,BRANDED SUGAR 1KG BROWN,257,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
678,001_003-258,GOLDEN FRY 10L,258,,1384.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,10L,10.0,138.4,COOKING OIL (LTRS)
679,001_003-260,DELAMARE PREM S/BERRY FRT YOGHURT 250ML CUP,260,,55.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,220.0,FLAVOURED/FRUIT YOGHURT (LTRS)
680,001_003-260,MARBLE CAKE SLICE 200G,260,,80.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,400.0,MARBLE CAKES (KGS)
681,001_003-261,CERELAC WHEAT 50G SATCHET,261,,50.0,No-Loyalty card,,Food Item,BABY FOODS - WHEAT CEREALS,BABY/INFANT WHEAT CEREALS,Ultra-processed foods,KGS,50G,0.05,1000.0,BABY FOODS - WHEAT CEREALS (KGS)
682,001_003-263,EXE SELF RAISING 2KG,263,,129.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,64.5,WHEAT FLOUR (KGS)
683,001_003-263,AJAB MAIZE MEAL 2KG,263,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
684,001_003-263,NEW JUICY FRUIT 10S,263,,20.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,CHEWING GUMS,Ultra-processed foods,PCS,JUICY FRUIT 10S,10.0,2.0,CANDY AND CONFECTIONERY (PCS)
685,001_003-263,PEPTANG S-BERRY JAM 500G PET,263,,154.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,308.0,JAM/OTHER SPREADS (KGS)
686,001_003-263,KENSALT TABLE SALT 500G,263,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
687,001_003-263,KOL TOMATO SAUCE 700G PL BTL,263,,107.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,700G,0.7,152.85714285714286,TABLE SAUCES (KGS)
688,001_003-263,BUTALI BROWN SUGAR 1KG PKT,263,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
689,001_003-263,DORMANS STICK INSTANT COFFEE 5*2G SATS,263,,25.0,No-Loyalty card,,Food Item,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,5*2G,0.01,2500.0,COFFEE (KGS)
690,001_003-263,WHITE BREAD 600G,263,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
691,001_003-264,FAMILA UJIMIX 1KG,264,,114.0,No-Loyalty card,,Food Item,RED MILLET FLOUR,RED MILLET FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,114.0,RED MILLET FLOUR (KGS)
692,001_003-264,EXCEL EXTRA KENYAN PISHORI 5KG,264,,955.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,5KG,5.0,191.0,CEREAL GRAINS (KGS)
693,001_003-264,BUTTERFLY STD SPAGHETTI 400*3G V/PACK,264,,125.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400*3G,1.2,104.16666666666669,PASTAS (KGS)
694,001_003-264,KENSALT TABLE SALT 1KG,264,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
695,001_003-264,MABUYU 100G YANA,264,,30.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Ultra-processed foods,KGS,100G,0.1,300.0,CANDY AND CONFECTIONERY (KGS)
696,001_003-264,CLUB SODA ORANGE 1.25L,264,,90.0,No-Loyalty card,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,1.25L,1.25,72.0,SODAS AND CARBONATED DRINKS (LTRS)
697,001_003-264,WHITE BREAD 600G,264,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
698,001_003-267,KARSA BINBIR FLASH WHITE CHOC WAFER 24G,267,,25.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",WAFERS,Ultra-processed foods,KGS,24G,0.024,1041.6666666666667,"COOKIES, BISCUITS AND WAFERS (KGS)"
699,001_003-267,CRIBAZ SALTED CRISPS 50G/45G NORDA,267,,40.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,800.0,SWEET AND SAVOURY SNACKS (KGS)
