Unnamed: 0,transaction_id,description,trnref,dob_new,price_new,customer_type,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,price_uom,class_name_uom
344,001_003-147,CHICKEN SAUSAGE 500GM KENCHIC,147,,295.0,No-Loyalty card,,Food Item,PROCESSED POULTRY,CHICKEN SAUSAGES/VIENNAS,Ultra-processed foods,KGS,500GM,0.5,590.0,PROCESSED POULTRY (KGS)
345,001_003-147,SAVANAH PUNCH 3L,147,,350.0,No-Loyalty card,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,3L,3.0,116.66666666666669,DILUTING JUICE (LTRS)
346,001_003-147,POWER PLAY ENERGY DRINK 400ML PL BTL,147,,50.0,No-Loyalty card,,Food Item,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,LTRS,400ML,0.4,125.0,ENERGY DRINKS (LTRS)
347,001_003-147,CREAM MARBLE SLICE 200G,147,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
348,001_003-148,MABUYU 100G YANA,148,,30.0,No-Loyalty card,,Food Item,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Ultra-processed foods,KGS,100G,0.1,300.0,CANDY AND CONFECTIONERY (KGS)
349,001_003-148,CHIGS CHEESE & ONION CRISPS 50G,148,,49.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,980.0,SWEET AND SAVOURY SNACKS (KGS)
350,001_003-148,CHIGS SALT VINEGAR CRISPS 50G,148,,49.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,980.0,SWEET AND SAVOURY SNACKS (KGS)
351,001_003-148,JOY SUPER BITES MANDAZI 180G,148,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
352,001_003-149,ZESTA RED PLUM JAM 450G PET,149,,112.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,450G,0.45,248.88888888888889,JAM/OTHER SPREADS (KGS)
353,001_003-149,BRANDED SUGAR 1KG BROWN,149,,110.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,110.0,SUGAR (KGS)
354,001_003-149,MINUTE MAID ORANGE PULPY 1L PL BTL,149,,150.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1L,1.0,150.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
355,001_003-149,BARAKA CHAI TANGAWIZI 100G,149,,58.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,580.0,TEA (KGS)
356,001_003-149,SUPA LOAF BUTTER TOAST 400G,149,,49.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,122.5,BREADS (KGS)
357,001_003-149,QUEEN CAKE 1PC,149,,20.0,No-Loyalty card,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,PCS,,,20.0,CUPCAKES/MUFFINS/QUEENCAKES (PCS)
358,001_003-150,B/SIDE YOGHURT NATURAL 500ML TR,150,,107.0,No-Loyalty card,,Food Item,NATURAL/PLAIN YOGHURT,NATURAL/PLAIN YOGHURT,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,214.0,NATURAL/PLAIN YOGHURT (LTRS)
359,001_003-150,ILARA YOGHURT VANILLA 250ML CUP,150,,55.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,220.0,FLAVOURED/FRUIT YOGHURT (LTRS)
360,001_003-150,BROWN BREAD 400G,150,,39.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
361,001_003-150,DL BEEF BURGAR PC,150,,130.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED BEEF BURGER,Ultra-processed foods,PCS,,,130.0,FAST FOODS (PCS)
362,001_003-150,DL CHICKEN BURGAR PC,150,,150.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED CHICKEN BURGER,Ultra-processed foods,PCS,,,150.0,FAST FOODS (PCS)
363,001_003-151,KENSALT TABLE SALT 1KG,151,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
364,001_003-151,BRANDED SUGAR 2KG BROWN,151,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
365,001_003-151,JOY SUPER BITES MANDAZI 180G,151,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
366,001_003-151,DL PILAU /KG,151,,60.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED PILAU,Ultra-processed foods,KGS, /KG,1.0,400.0,FAST FOODS (KGS)
367,001_003-152,CREAM MARBLE SLICE 200G,152,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
368,001_003-154,KINANGOP STRAWBERRY YOGHURT CUP 250ML,154,,44.0,No-Loyalty card,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,176.0,FLAVOURED/FRUIT YOGHURT (LTRS)
369,001_003-154,BLUE BAND SPREAD FOR BREAD 500G,154,,125.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,250.0,MARGARINE (KGS)
370,001_003-154,ROYCO MCHUZI MIX BEEF 70G SAT,154,,30.0,No-Loyalty card,,Food Item,SOUP FLAVOUR CUBES & MIXES,SOUP FLAVOUR BEEF MIXES,Ultra-processed foods,KGS,70G,0.07,428.57142857142856,SOUP FLAVOUR CUBES & MIXES (KGS)
371,001_003-154,PREDATOR ENERGY DRINK 400ML,154,,50.0,No-Loyalty card,,Food Item,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,LTRS,400ML,0.4,125.0,ENERGY DRINKS (LTRS)
372,001_003-154,DELICIOUS DELIGHT MANDAZI 200GM,154,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
373,001_003-154,DL ANDAZI PC,154,,20.0,No-Loyalty card,,Food Item,FAST FOODS,PRE-PREPARED MANDAZI,Ultra-processed foods,PCS,,,20.0,FAST FOODS (PCS)
374,001_003-156,RICE 2KG LONG GRAIN,156,,225.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,112.5,CEREAL GRAINS (KGS)
375,001_003-156,KENSALT TABLE SALT 1KG,156,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
376,001_003-156,INDOMIE BEEF NOODLES 5IN1 70G*5,156,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
377,001_003-156,EDEN TEA 250G,156,,108.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,250G,0.25,432.0,TEA (KGS)
378,001_003-156,WHITE BREAD 400G.,156,,39.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
379,001_003-156,BEEF MINCED HUBERS (LEAL) KITE,156,,208.0,No-Loyalty card,,Food Item,RED MEAT,BEEF MINCE,Unprocessed/Minimally processed foods,KGS,,,650.0,RED MEAT (KGS)
380,001_003-158,COWBOY 2KG,158,,359.0,No-Loyalty card,,Food Item,COOKING FAT,VEGETABLE FAT,Processed Culinary Ingredients,KGS,2KG,2.0,179.5,COOKING FAT (KGS)
381,001_003-158,RINA VEGE OIL 5L,158,,822.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,164.4,COOKING OIL (LTRS)
382,001_003-158,EXE ALL PURPOSE 1KG,158,,61.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,61.0,WHEAT FLOUR (KGS)
383,001_003-158,EXE SELF RAISING 2KG,158,,129.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,64.5,WHEAT FLOUR (KGS)
384,001_003-158,FAMILA PURE WIMBI 1KG,158,,125.0,No-Loyalty card,,Food Item,RED MILLET FLOUR,RED MILLET FLOUR,Unprocessed/Minimally processed foods,KGS,1KG,1.0,125.0,RED MILLET FLOUR (KGS)
385,001_003-158,SANTA LUCIA MACORONI PENNE RIGATE 500G,158,,195.0,No-Loyalty card,,Food Item,PASTAS,OTHER PASTA SHAPES,Unprocessed/Minimally processed foods,KGS,500G,0.5,390.0,PASTAS (KGS)
386,001_003-158,SPAGHETT SANTA LUCIA 1KG,158,,275.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,1KG,1.0,275.0,PASTAS (KGS)
387,001_003-158,WEETABIX STANDARD 225G/210G,158,,175.0,No-Loyalty card,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,225G,0.225,777.7777777777777,BREAKFAST CEREALS (KGS)
388,001_003-158,YEGO DIGESTIVE BISC. 200G,158,,120.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,200G,0.2,600.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
389,001_003-158,TIFFANY CREAM WAFERS S/BERRY 76G,158,,105.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",WAFERS,Ultra-processed foods,KGS,76G,0.075,1400.0,"COOKIES, BISCUITS AND WAFERS (KGS)"
390,001_003-158,BLUE BAND ORIG 500G,158,,190.0,No-Loyalty card,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,380.0,MARGARINE (KGS)
391,001_003-158,KENSALT TABLE SALT 2KG,158,,62.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,31.0,SALT (KGS)
392,001_003-158,PEPTANG TOMATO SAUCE 1KG,158,,160.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,1KG,1.0,160.0,TABLE SAUCES (KGS)
393,001_003-158,MARA SUGAR 2KG WHITE,158,,210.0,No-Loyalty card,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
394,001_003-158,CRISPS SALTED 100G DEEPA,158,,75.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,100G,0.1,750.0,SWEET AND SAVOURY SNACKS (KGS)
395,001_003-158,ROASTED UNPEELED PEANUT 150G ENP,158,,80.0,No-Loyalty card,,Food Item,SALTED/SUGARED NUTS,SALTED PEANUTS,Processed foods,KGS,150G,0.15,533.3333333333334,SALTED/SUGARED NUTS (KGS)
396,001_003-158,CADBURY DRINKING CHOCOLATE 225G JAR,158,,196.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITHOUT MILK,Ultra-processed foods,KGS,225G,0.225,871.1111111111111,COCOA (KGS)
397,001_003-158,MILO 5*10G SATCHETS,158,,50.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITH MILK,Ultra-processed foods,KGS,5*10G,0.05,1000.0,COCOA (KGS)
398,001_003-158,BROWN BREAD 400G,158,,39.0,No-Loyalty card,,Food Item,BREADS,BROWN BREAD,Ultra-processed foods,KGS,400G,0.4,97.5,BREADS (KGS)
399,001_003-161,RINA VEGE OIL 2L,161,,342.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,171.0,COOKING OIL (LTRS)
400,001_003-161,AJAB MAIZE MEAL 2KG,161,,112.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,56.0,MAIZE/CORN FLOUR (KGS)
401,001_003-161,BRANDED SUGAR 2KG BROWN,161,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
402,001_003-161,JOY SUPER BITES MANDAZI 180G,161,,37.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,205.5555555555556,PASTRIES (KGS)
403,001_003-162,KENSALT TABLE SALT 1KG,162,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
404,001_003-162,BUTALI BROWN SUGAR 1KG PKT,162,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
405,001_003-163,AFIA JUICE MULT-VITAMIN 500ML,163,,65.0,No-Loyalty card,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,130.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS)
406,001_003-165,FRESH FRI 3L,165,,469.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,156.33333333333334,COOKING OIL (LTRS)
407,001_003-165,SOKO MAIZEMEAL 5KG,165,,251.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,5KG,5.0,50.2,MAIZE/CORN FLOUR (KGS)
408,001_003-165,ZESTA MIXED FRUIT JAM 300G EOT,165,,112.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,300G,0.3,373.33333333333337,JAM/OTHER SPREADS (KGS)
409,001_003-165,INDOMIE CHICKEN NOODLES 5 IN 1,165,,100.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,,,100.0,NOODLES (KGS)
410,001_003-165,BRANDED SUGAR 2KG BROWN,165,,210.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,105.0,SUGAR (KGS)
411,001_003-165,ML FUDGEVILLE DRINKING CHOC 200G PL JAR,165,,139.0,No-Loyalty card,,Food Item,COCOA,COCOA - UNSWEETENED WITHOUT MILK,Ultra-processed foods,KGS,200G,0.2,695.0,COCOA (KGS)
412,001_003-165,CREAM MARBLE SLICE 200G,165,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
413,001_003-165,WHITE BREAD 600G,165,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
414,001_003-165,BEEF MINCED HUBERS (LEAL) KITE,165,,149.5,No-Loyalty card,,Food Item,RED MEAT,BEEF MINCE,Unprocessed/Minimally processed foods,KGS,,,650.0,RED MEAT (KGS)
415,001_003-165,AJAB MANDAZI FLOUR 2KG,165,,118.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,59.0,WHEAT FLOUR (KGS)
416,001_003-166,JOGOO MAIZE MEAL 2KG,166,,110.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,55.0,MAIZE/CORN FLOUR (KGS)
417,001_003-166,KARIBU ALL PURPOSE 2KG,166,,105.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,52.5,WHEAT FLOUR (KGS)
418,001_003-166,RICE 1KG LONG GRAIN,166,,115.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,115.0,CEREAL GRAINS (KGS)
419,001_003-166,DAAWAT GREEN LABEL SPAGHETI 400G,166,,49.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,122.5,PASTAS (KGS)
420,001_003-166,KEN TOMATO SAUCE 400ML,166,,70.0,No-Loyalty card,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,LTRS,400ML,0.4,175.0,TABLE SAUCES (LTRS)
421,001_003-166,KENSALT TABLE SALT 500G,166,,17.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,34.0,SALT (KGS)
422,001_003-166,SASINI CHAI 100G,166,,43.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,430.0,TEA (KGS)
423,001_003-166,DELICIOUS DELIGHT MANDAZI 200GM,166,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
424,001_003-167,CREAM MARBLE SLICE 200G,167,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
425,001_003-170,GATL NUREEN PASTA SPAGHETTI 500G,170,,49.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,500G,0.5,98.0,PASTAS (KGS)
426,001_003-170,DEPYS CRISPS SALT & VINEGAR 50GMS,170,,42.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50GMS,0.05,840.0,SWEET AND SAVOURY SNACKS (KGS)
427,001_003-170,CRISPS WAVES MASALA 30G T/HEAT,170,,40.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,30G,0.03,1333.3333333333337,SWEET AND SAVOURY SNACKS (KGS)
428,001_003-170,BEEF CHIPOLATAS 200G F/CHOICE,170,,169.0,No-Loyalty card,,Food Item,PROCESSED MEAT,BEEF SAUSAGES/SMOKIES/VIENNA,Ultra-processed foods,KGS,200G,0.2,845.0,PROCESSED MEAT (KGS)
429,001_003-172,M/HARVEST CORNFLAKES 500G V/P,172,,279.0,No-Loyalty card,,Food Item,BREAKFAST CEREALS,CORN FLAKE CEREALS,Ultra-processed foods,KGS,500G,0.5,558.0,BREAKFAST CEREALS (KGS)
430,001_003-172,CARDAMONS GROUND 50G JAR DEEPA,172,,280.0,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - CARDAMON,Unprocessed/Minimally processed foods,KGS,50G,0.05,5600.0,HERBS AND SPICES (KGS)
431,001_003-172,KERICHO GOLD 500G,172,,335.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,500G,0.5,670.0,TEA (KGS)
432,001_003-172,TEA MASALA 45G JAR DEEPA,172,,105.0,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - TEA MASALA,Unprocessed/Minimally processed foods,KGS,45G,0.045,2333.333333333333,HERBS AND SPICES (KGS)
433,001_003-172,WHITE BREAD 600G,172,,59.0,No-Loyalty card,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,98.33333333333334,BREADS (KGS)
434,001_003-173,AVENA VEG OIL 3LTR,173,,497.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3LTR,3.0,165.66666666666666,COOKING OIL (LTRS)
435,001_003-173,NDOVU HOME BAKING 2KG,173,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
436,001_003-173,TWO TEN MAIZE MEAL 2KG,173,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
437,001_003-173,CLOVERS HOT N SWEET SAUCE 250G,173,,59.0,No-Loyalty card,,Food Item,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,KGS,250G,0.25,236.0,TABLE SAUCES (KGS)
438,001_003-173,BUTALI BROWN SUGAR 1KG PKT,173,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
439,001_003-173,MELVINS GINGER TEA 100G,173,,56.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,560.0,TEA (KGS)
440,001_003-173,ML FUDGEVILLE DRINKING CHOC 100G PL JAR,173,,89.0,No-Loyalty card,,Food Item,COCOA,COCOA - UNSWEETENED WITHOUT MILK,Ultra-processed foods,KGS,100G,0.1,890.0,COCOA (KGS)
441,001_003-174,ROCK BAN 200G,174,,70.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - ROCK BUN,Ultra-processed foods,KGS,200G,0.2,350.0,PASTRIES (KGS)
442,001_003-175,HEX FANCY CAKE 500G,175,,125.0,No-Loyalty card,,Food Item,CAKES,CAKES,Ultra-processed foods,KGS,500G,0.5,250.0,CAKES (KGS)
443,001_003-176,AVENA VEG OIL 1LTR,176,,179.0,No-Loyalty card,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1LTR,1.0,179.0,COOKING OIL (LTRS)
444,001_003-176,NDOVU HOME BAKING 2KG,176,,114.0,No-Loyalty card,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,57.0,WHEAT FLOUR (KGS)
445,001_003-176,TWO TEN MAIZE MEAL 2KG,176,,100.0,No-Loyalty card,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,50.0,MAIZE/CORN FLOUR (KGS)
446,001_003-176,RANEE STANDARD SPAGHETTI 400G,176,,45.0,No-Loyalty card,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,400G,0.4,112.5,PASTAS (KGS)
447,001_003-176,GOLDEN LONG GRAIN RICE 1KG,176,,109.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,109.0,CEREAL GRAINS (KGS)
448,001_003-176,KENSALT TABLE SALT 1KG,176,,32.0,No-Loyalty card,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,1KG,1.0,32.0,SALT (KGS)
449,001_003-176,BUTALI BROWN SUGAR 1KG PKT,176,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
450,001_003-176,MELVINS GINGER TEA 50G,176,,30.0,No-Loyalty card,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,50G,0.05,600.0,TEA (KGS)
451,001_003-177,RICE 2KG LONG GRAIN,177,,225.0,No-Loyalty card,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,112.5,CEREAL GRAINS (KGS)
452,001_003-177,WEETABIX SINGLE SERVE 37G,177,,23.0,No-Loyalty card,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,37G,0.037,621.6216216216217,BREAKFAST CEREALS (KGS)
453,001_003-177,PARLE NICE BISCUIT 195.5G,177,,75.0,No-Loyalty card,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,195.5G,0.1955,383.6317135549872,"COOKIES, BISCUITS AND WAFERS (KGS)"
454,001_003-177,PEPTANG MIXED FRUIT POWER 500G PET,177,,165.0,No-Loyalty card,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,330.0,JAM/OTHER SPREADS (KGS)
455,001_003-177,KOL CHILLI SAUCE 250G PL BTL,177,,55.0,No-Loyalty card,,Food Item,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,KGS,250G,0.25,220.0,TABLE SAUCES (KGS)
456,001_003-177,INDOMIE BEEF NOODLES 5IN1 70G*5,177,,99.0,No-Loyalty card,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,282.8571428571429,NOODLES (KGS)
457,001_003-177,BUTALI BROWN SUGAR 1KG PKT,177,,105.0,No-Loyalty card,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,105.0,SUGAR (KGS)
458,001_003-177,GINGER GROUND 50G YANKEE,177,,50.0,No-Loyalty card,,Food Item,HERBS AND SPICES,SPICES - GINGER,Unprocessed/Minimally processed foods,KGS,50G,0.05,1000.0,HERBS AND SPICES (KGS)
459,001_003-177,CADBURY COCOA HOT 3 IN 1 30G SAT,177,,30.0,No-Loyalty card,,Food Item,COCOA,COCOA - SWEETENED WITH MILK,Ultra-processed foods,KGS,30G,0.03,1000.0,COCOA (KGS)
460,001_003-178,CHIGS TOMATO CRISPS 100G,178,,95.0,No-Loyalty card,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,100G,0.1,950.0,SWEET AND SAVOURY SNACKS (KGS)
461,001_003-178,PICK & PEEL PINEAPPLE 1LTR,178,,195.0,No-Loyalty card,,Food Item,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,LTRS,1LTR,1.0,195.0,FRESH/FRUIT JUICES - NO ADDED SUGAR (LTRS)
462,001_003-178,DELICIOUS DELIGHT MANDAZI 200GM,178,,29.0,No-Loyalty card,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,200GM,0.2,145.0,PASTRIES (KGS)
463,001_003-178,CREAM MARBLE SLICE 200G,178,,100.0,No-Loyalty card,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,200G,0.2,500.0,MARBLE CAKES (KGS)
